,text,named_ents,named_ents_nolabel,chunk,compounds,verbs,re_subtree,re_chunk_v_chunk,adj,adj_noun,preps,noun_pre_noun
3403,"The fact is, he is going to advocate for the largest tax cuts we've ever seen.",[],[],"['The fact', 'he', 'the largest tax cuts', 'we']",['tax cuts'],"[going, advocate, seen]","('we', 'tax cuts', 'is')","('fact he we', 'be large', 'cuts')",[largest],['largest tax cuts'],[for],[]
3404,Three times more than the tax cuts under the Bush administration.,"[('Three', 'CARDINAL'), ('Bush', 'PERSON')]","['Three', 'Bush']","['the tax cuts', 'the Bush administration']","['tax cuts', 'Bush administration']",[],"('', 'Bush administration', 'more')","('', 'more', 'cuts administration')",[],"['tax cuts', 'Bush administration']","[than, under]",['tax cuts under Bush administration']
3405,"I have said repeatedly throughout this campaign, I will not raise taxes on anyone making $250,000 or less.","[('250,000', 'MONEY')]","['250,000']","['I', 'this campaign', 'I', 'taxes', 'anyone']",[],"[said, raise, making]","('I', '250,000', 'raise')","('I I', 'raise', 'campaign taxes anyone 250,000')",[],[],"[throughout, on]",[]
3406,I also will not add a penny to the debt.,"[('a penny', 'MONEY')]",['a penny'],"['I', 'a penny', 'the debt']",[],[add],"('I', 'debt', 'add')","('I', 'add', 'penny debt')",[],[],[to],[]
3407,I have costed out what I’m going to do.,[],[],"['I', 'what', 'I']",[],"[costed, going, do]","('I', 'what', 'costed')","('I I', 'cost', 'what')",[],[],[],[]
3408,"He will, through his massive tax cuts, add $20 trillion to the debt.","[('$20 trillion', 'MONEY')]",['$20 trillion'],"['He', 'his massive tax cuts', 'the debt']","['tax cuts', '20 trillion']",[add],"('He', 'debt', 'add')","('He', 'massive add', 'cuts trillion debt')",[massive],['massive tax cuts'],"[through, to]",[]
3409,He mentioned the debt.,[],[],"['He', 'the debt']",[],[mentioned],"('He', 'debt', 'mentioned')","('He', 'mention', 'debt')",[],[],[],[]
3410,We know how to get control of the debt.,[],[],"['We', 'control', 'the debt']",[],"[know, get]","('We', 'debt', 'know')","('We', 'know', 'control debt')",[],[],[of],['control of debt']
3411,"When my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt.","[('$300 billion', 'MONEY'), ('$200 billion', 'MONEY')]","['$300 billion', '$200 billion']","['my husband', 'president', 'we', 'a $300 billion deficit', 'a $200 billion surplus', 'we', 'the path', 'the national debt']","['300 billion', '200 billion']","[was, went, were, eliminating]","('we', 'national debt', 'went')","('husband we we', 'president go national', 'deficit surplus path debt')",[national],['national debt'],"[from, to, on, to]",['path to']
3412,"When President Obama came into office, he inherited the worst economic disaster since the great depression.","[('Obama', 'PERSON')]",['Obama'],"['President Obama', 'office', 'he', 'the worst economic disaster', 'the great depression']",['President Obama'],"[came, inherited]","('he', 'great depression', 'inherited')","('Obama he', 'inherit bad economic great', 'office disaster depression')","[worst, economic, great]","['worst economic disaster', 'great depression']","[into, since]",[]
3413,He has cut the deficit by two-thirds.,"[('two-thirds', 'CARDINAL')]",['two-thirds'],"['He', 'the deficit', 'two-thirds']",[],[cut],"('He', 'thirds', 'cut')","('He', 'cut', 'deficit thirds')",[],[],[by],[]
3414,"So yes, one of the ways you go after the debt, one of the ways you create jobs is by investing in people.","[('one', 'CARDINAL')]",['one'],"['the ways', 'you', 'the debt', 'the ways', 'you', 'jobs', 'people']",[],"[go, create, investing]","('you', 'people', 'is')","('one you you', 'be', 'ways debt ways jobs people')",[],[],"[of, after, of, by, in]",[]
3415,So I do have investments.,[],[],"['I', 'investments']",[],[have],"('I', 'investments', 'have')","('I', 'have', 'investments')",[],[],[],[]
3416,"Investments in new jobs, investments in education, skill training, and the opportunities for people to get ahead and stay ahead.",[],[],"['Investments', 'new jobs', 'investments', 'education', 'skill training', 'the opportunities', 'people']",['skill training'],"[get, stay]","('people', 'education', 'Investments')","('people', 'investment new', 'jobs education')",[new],['new jobs'],"[in, in]","['Investments in new jobs', 'investments in education']"
3417,That's the kind of approach--  		  			 Secretary --  		  			 -- that will work.,[],[],"['the kind', 'approach--  \t\t  \t\t\t Secretary']",[' \t\t  \t\t\t  Secretary'],[work],"('that', ' \t\t  \t\t\t  Secretary', ""'s"")","('That that', 'be kind', 'Secretary')",[],[],[of],['kind of  \t\t  \t\t\t  Secretary']
3418,Cutting taxes on the wealthy.,[],[],['taxes'],[],[Cutting],"('', 'wealthy', 'Cutting')","('', 'cut', 'taxes wealthy')",[],[],[on],[]
3419,We've tried that.,[],[],['We'],[],[tried],"('We', 'that', 'tried')","('We', 'try', 'that')",[],[],[],[]
3420,"It has not worked the way that it has been --  		  			 Secretary Clinton, I want to pursue your plan because in many ways, it is similar to the Obama stimulus plan in 2009, which has led to the slowest GDP growth since 1949.","[('Clinton', 'PERSON'), ('2009', 'DATE'), ('1949', 'DATE')]","['Clinton', '2009', '1949']","['It', 'the way', 'it', ' \t\t  \t\t\t Secretary Clinton', 'I', 'your plan', 'many ways', 'it', 'the Obama stimulus plan', 'the slowest GDP growth']","[' \t\t  \t\t\t  Secretary Clinton', 'Obama stimulus plan', 'GDP growth']","[worked, been, want, pursue, is, led]","('which', '1949', 'want')","('It it I it which', 'want many slow', 'way that Clinton plan ways plan 2009 growth 1949')","[many, slowest]","['many ways', 'Obama stimulus plan', 'slowest GDP growth']","[in, to, in, to, since]",[]
3421, 		  			 Correct.,[],[],[' \t\t  \t\t\t Correct'],[' \t\t  \t\t\t  Correct'],[],"('', '', 'Correct')","('', 'Correct', '')",[],[],[],[]
3422," 		  			 Thank you, sir.",[],[],['you'],[],[Thank],"(' \t\t  \t\t\t ', 'you', 'Thank')","('', 'thank', 'you')",[],[],[],[]
3423,You told me in July when we spoke that the problem is that President Obama didn't get to do enough in what he was trying to do with the stimulus.,"[('July', 'DATE'), ('Obama', 'PERSON')]","['July', 'Obama']","['You', 'me', 'July', 'we', 'the problem', 'President Obama', 'enough', 'what', 'he', 'the stimulus']",['President Obama'],"[told, spoke, get, do, trying, do]","('he', 'stimulus', 'told')","('You we problem Obama he', 'tell', 'me July enough what stimulus')",[],[],"[in, in, with]",[]
3424,"So is your plan basically more, even more of the Obama stimulus?",[],[],"['your plan', 'the Obama stimulus']",['Obama stimulus'],[],"('plan', 'Obama stimulus', 'is')","('plan', 'be more', 'stimulus')",[],['Obama stimulus'],[of],[]
3425, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
3426,"Well, it is a combination, Chris.","[('Chris', 'PERSON')]",['Chris'],"['it', 'a combination']",[],[],"('it', '', 'is')","('it', 'be combination', '')",[],[],[],[]
3427,"Let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch and go situation.","[('Obama', 'PERSON')]",['Obama'],"['me', 'you', 'the level', 'economic catastrophe', 'President Obama', 'it', 'a real touch', 'situation']",['President Obama'],"[Let, say, inherit, inherited, go]","('it', 'situation', 'Let')","('me you Obama it', 'let economic real touch', 'level catastrophe that situation')","[economic, real]",['economic catastrophe'],[of],['level of economic catastrophe']
3428,I was in the Senate before I became secretary of state.,"[('Senate', 'ORG')]",['Senate'],"['I', 'the Senate', 'I', 'secretary', 'state']",[],[became],"('I', 'state', 'was')","('I I', 'be secretary', 'Senate state')",[],[],"[in, of]",['secretary of state']
3429,I've never seen people as physically distraught as the Bush administration team was because of what was happening to the economy.,"[('Bush', 'PERSON')]",['Bush'],"['I', 'people', 'the Bush administration team', 'what', 'the economy']",['Bush administration team'],"[seen, was, happening]","('what', 'economy', 'seen')","('I people what', 'see', 'team economy')",[],['administration team'],"[as, because, to]",['distraught as administration team']
3430,I personally believe that the steps that President Obama took saved the economy.,"[('Obama', 'PERSON')]",['Obama'],"['I', 'the steps', 'President Obama', 'the economy']",['President Obama'],"[believe, took, saved]","('President Obama', 'economy', 'believe')","('I steps Obama', 'believe', 'that economy')",[],[],[],[]
3431,He doesn't get the credit he deserves for taking some very hard positions.,[],[],"['He', 'the credit', 'he', 'some very hard positions']",[],"[get, deserves, taking]","('he', 'hard positions', 'get')","('He he', 'get hard', 'credit positions')",[hard],['hard positions'],[for],[]
3432,But it was a terrible recession.,[],[],"['it', 'a terrible recession']",[],[],"('it', '', 'was')","('it', 'be terrible recession', '')",[terrible],[],[],[]
3433,So now we've dug ourselves out of it.,[],[],"['we', 'ourselves', 'it']",[],[dug],"('we', 'it', 'dug')","('we', 'dig', 'ourselves it')",[],[],"[out, of]",[]
3434,"We're standing, but we're not yet running.",[],[],"['We', 'we']",[],"[standing, running]","('we', '', 'standing')","('We we', 'stand', '')",[],[],[],[]
3435,"So what I am proposing is that we invest from the middle out, and the ground up.",[],[],"['what', 'I', 'we', 'the middle']",[],"[proposing, invest]","('we', 'middle', 'is')","('I proposing we', 'be', 'what middle')",[],[],[from],['ground up']
3436,Not the top down.,[],[],['Not the top'],[],[],"('', '', 'top')","('', 'top', '')",[],[],[],['top down']
3437,That is not going to work.,[],[],[],[],"[going, work]","('That', '', 'going')","('That', 'go', '')",[],[],[],[]
3438,That is why what I have put forward doesn't add a penny to the debt.,"[('a penny', 'MONEY')]",['a penny'],"['what', 'I', 'a penny', 'the debt']",[],"[put, add]","('put', 'debt', 'is')","('That I put', 'be', 'what penny debt')",[],[],[to],[]
3439,"But it is the kind of approach that will enable more people to take those new jobs, higher paying jobs.",[],[],"['it', 'the kind', 'approach', 'more people', 'those new jobs', 'higher paying jobs']",[],"[enable, take, paying]","('that', 'new jobs', 'is')","('it that', 'be kind more new pay', 'approach people jobs')","[more, new, paying]","['more people', 'new jobs']",[of],['kind of approach']
3440,We're beginning to see some increase in incomes.,[],[],"['We', 'some increase', 'incomes']",[],"[beginning, see]","('We', 'incomes', 'beginning')","('We', 'begin', 'increase incomes')",[],[],[in],['increase in incomes']
3441,And we certainly have had a long string of increasing jobs.,[],[],"['we', 'a long string', 'increasing jobs']",[],"[had, increasing]","('we', 'increasing jobs', 'had')","('we', 'have long increase', 'string jobs')","[long, increasing]",['long string'],[of],['long string of increasing jobs']
3442,We have got to do more to get the whole economy moving and that's what I believe I will be able to do.,[],[],"['We', 'the whole economy', 'what', 'I', 'I']",[],"[got, do, get, moving, 's, believe, be, do]","('I', 'what', 'got')","('We economy that I I', 'get whole', 'more what')",[whole],['whole economy'],[],[]
3443," 		  			 Mr. Trump, even conservative economists who have looked at your plan say that the numbers don't add up.","[('Trump', 'PERSON')]",['Trump'],"['Mr. Trump', 'even conservative economists', 'who', 'your plan', 'the numbers']",['Mr. Trump'],"[looked, say, add]","('numbers', 'plan', 'say')","('who numbers', 'conservative say', 'Trump plan')",[conservative],[],[at],[]
3444,"That your idea, and you’ve talked about 25 million jobs created.","[('about 25 million', 'CARDINAL')]",['about 25 million'],"['That your idea', 'you', 'about 25 million jobs']",['25 million'],"[talked, created]","('you', 'jobs', 'idea')","('you', 'idea', 'jobs')",[],[],[],[]
3445,4% growth-  		  			 ,"[('4%', 'PERCENT')]",['4%'],"['4%', 'growth-']",[],[],"('', '', '%')","('', '%', '')",[],[],[],[]
3446,Over a 10-year period.,"[('10-year', 'DATE')]",['10-year'],['a 10-year period'],['10-year period'],[],"('', 'year period', 'Over')","('', 'over', 'period')",[],['year period'],[],[]
3447, 		  			 -- is unrealistic.,[],[],[],[],[],"(' \t\t  \t\t\t ', '', 'is')","('', 'be', '')",[],[],[],[]
3448,"And they say, you talk a lot about growing the energy industry.",[],[],"['they', 'you', 'a lot', 'the energy industry']",['energy industry'],"[say, talk, growing]","('you', 'energy industry', 'say')","('they you', 'say', 'lot industry')",[],['energy industry'],[about],['lot about']
3449,"They say with oil prices as low as they are right now, that's unrealistic as well.",[],[],"['They', 'oil prices', 'they']",['oil prices'],"[say, are]","('that', 'oil prices', 'say')","('They they that', 'say', 'prices')",[],['oil prices'],[with],[]
3450,Your response?,[],[],['Your response'],[],[],"('', '', 'response')","('', 'response', '')",[],[],[],[]
3451, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
3452,So I just left some high representatives of India.,"[('India', 'GPE')]",['India'],"['I', 'some high representatives', 'India']",[],[left],"('I', 'India', 'left')","('I', 'leave high', 'representatives India')",[high],['high representatives'],[of],['high representatives of India']
3453,They're growing at 8%.,"[('8%', 'PERCENT')]",['8%'],"['They', '8%']",[],[growing],"('They', '%', 'growing')","('They', 'grow', '%')",[],[],[at],[]
3454,China is growing at 7%.,"[('China', 'GPE'), ('7%', 'PERCENT')]","['China', '7%']","['China', '7%']",[],[growing],"('China', '%', 'growing')","('China', 'grow', '%')",[],[],[at],[]
3455,And that for them is a catastrophically low number.,[],[],"['them', 'a catastrophically low number']",[],[],"('', 'them', 'is')","('', 'be low number', 'them')",[low],[],[for],[]
3456,"We are growing our last report came out, and it is right around the 1% level.","[('1%', 'PERCENT')]",['1%'],"['We', 'our last report', 'it', 'the 1% level']",['% level'],"[growing, came, is]","('it', '% level', 'growing')","('We it', 'grow last', 'report level')",[last],"['last report', '% level']",[around],[]
3457,And I think it’s going down.,[],[],"['I', 'it']",[],"[think, going]","('it', '', 'think')","('I it', 'think', '')",[],[],[],[]
3458,"Last week as you know, the end of last week, they came out with an anemic jobs report.","[('Last week', 'DATE'), ('the end of last week', 'DATE')]","['Last week', 'the end of last week']","['you', 'last week', 'they', 'an anemic jobs report']",['jobs report'],"[know, came]","('they', 'jobs report', 'came')","('you they', 'last last come anemic', 'week report')","[Last, last, anemic]","['last week', 'jobs report']","[of, with]",['end of last week']
3459,A terrible jobs report.,[],[],['A terrible jobs report'],['jobs report'],[],"('', '', 'report')","('', 'terrible report', '')",[terrible],[],[],[]
3460,"In fact, I said is that the last jobs report before the election?",[],[],"['fact', 'I', 'the last jobs', 'the election']",[],"[said, report]","('last jobs', 'election', 'said')","('I jobs', 'say last', 'fact election')",[last],['last jobs'],"[In, before]",[]
3461,"Because if it is, I should win easily because it was so bad.",[],[],"['it', 'I', 'it']",[],"[is, win, was]","('it', '', 'win')","('it I it', 'win', '')",[],[],[],[]
3462,The report was so bad.,[],[],['The report'],[],[],"('report', '', 'was')","('report', 'be', '')",[],[],[],[]
3463,"Look, our country is stagnant.",[],[],['our country'],[],[Look],"('country', '', 'is')","('country', 'be', '')",[],[],[],[]
3464,"We've lost our jobs, we've lost our businesses.",[],[],"['We', 'our jobs', 'we', 'our businesses']",[],"[lost, lost]","('we', 'businesses', 'lost')","('We we', 'lose', 'jobs businesses')",[],[],[],[]
3465,"We're not making things anymore, relatively speaking.",[],[],"['We', 'things']",[],"[making, speaking]","('We', 'things', 'making')","('We', 'make', 'things')",[],[],[],[]
3466,"Our product is pouring in from China, pouring in from Vietnam, pouring in from all over the world.","[('China', 'GPE'), ('Vietnam', 'GPE')]","['China', 'Vietnam']","['Our product', 'China', 'Vietnam', 'the world']",[],"[pouring, pouring, pouring]","('product', 'world', 'pouring')","('product', 'pour', 'China Vietnam world')",[],[],"[from, from, from, over]",[]
3467,I've visited so many communities.,[],[],"['I', 'so many communities']",[],[visited],"('I', 'many communities', 'visited')","('I', 'visit many', 'communities')",[many],['many communities'],[],[]
3468,"This has been such an incredible education for me, Chris.","[('Chris', 'PERSON')]",['Chris'],"['such an incredible education', 'me']",[],[been],"('This', 'me', 'been')","('This', 'be incredible education', 'me')",[incredible],[],[for],['incredible education for']
3469,"I've gotten to know so many, I’ve developed so many friends over the last year.","[('the last year', 'DATE')]",['the last year'],"['I', 'I', 'so many friends', 'the last year']",[],"[gotten, know, developed]","('I', 'last year', 'developed')","('I I', 'develop many last', 'many friends year')","[many, last]","['many friends', 'last year']",[over],[]
3470,And they cry when they see what has happened.,[],[],"['they', 'they', 'what']",[],"[cry, see, happened]","('what', '', 'cry')","('they they what', 'cry', '')",[],[],[],[]
3471,"I pass factories that were thriving, 20, 25 years ago and because of the bill her husband signed and that she blessed 100%.","[('20, 25 years ago', 'DATE'), ('100%', 'PERCENT')]","['20, 25 years ago', '100%']","['I', 'factories', 'the bill', 'her husband', 'she']",[],"[pass, thriving, signed, blessed]","('she', 'bill', 'pass')","('I that husband she', 'pass', 'factories bill')",[],[],[because],[]
3472,It is just horrible what has happened to these people in these communities.,[],[],"['It', 'what', 'these people', 'these communities']",[],[happened],"('what', 'communities', 'is')","('It what', 'be', 'people communities')",[],[],"[to, in]",[]
3473,"Now, she can say her husband did well but boy, did they suffer as NAFTA kicked in because it didn't really kick in very much.","[('NAFTA', 'ORG')]",['NAFTA'],"['she', 'her husband', 'they', 'NAFTA', 'it']",[],"[say, did, suffer, kicked, kick]","('it', '', 'say')","('she husband they NAFTA it', 'say', '')",[],[],[],[]
3474,But it kicked in after they left.,[],[],"['it', 'they']",[],"[kicked, left]","('they', '', 'kicked')","('it they', 'kick', '')",[],[],[],[]
3475,"Boy, did they suffer.",[],[],['they'],[],[suffer],"('they', '', 'suffer')","('they', 'suffer', '')",[],[],[],[]
3476,That was one of the worst things that has ever been signed by our country.,[],[],"['the worst things', 'our country']",[],[signed],"('country', 'that', 'was')","('That that', 'be one bad by', 'things country')",[worst],['worst things'],[of],[]
3477,Now she wants to sign Trans-Pacific Partnership.,"[('Trans-Pacific Partnership', 'ORG')]",['Trans-Pacific Partnership'],"['she', 'Trans-Pacific Partnership']",['Trans - Pacific Partnership'],"[wants, sign]","('she', 'Pacific Partnership', 'wants')","('she', 'want', 'Partnership')",[],[],[],[]
3478,And she wants it.,[],[],"['she', 'it']",[],[wants],"('she', 'it', 'wants')","('she', 'want', 'it')",[],[],[],[]
3479,She lied when she said she didn't call it the gold standard in one of the debates.,[],[],"['She', 'she', 'she', 'it', 'the gold standard', 'the debates']",[],"[lied, said, call]","('she', 'debates', 'lied')","('She she she', 'lie gold', 'it one debates')",[gold],[],"[in, of]",['gold standard in']
3480,She totally lied.,[],[],['She'],[],[lied],"('She', '', 'lied')","('She', 'lie', '')",[],[],[],[]
3481,She did call it the gold standard.,[],[],"['She', 'it', 'the gold standard']",[],[call],"('She', 'it', 'call')","('She', 'call gold', 'it')",[gold],[],[],[]
3482,And they actually fact checked and they said I was right.,[],[],"['they', 'they', 'I']",[],"[fact, checked, said]","('I', '', 'checked')","('they they I', 'check', '')",[],[],[],[]
3483, 		  			 I want to give you a chance to briefly speak to that then I want to pivot -- to Obamacare.,"[('Obamacare', 'ORG')]",['Obamacare'],"['I', 'you', 'a chance', 'I']",[],"[want, give, speak, want, pivot, Obamacare]","('I', 'Obamacare', 'want')","('I I', 'want', 'chance that Obamacare')",[],[],"[to, to]",[]
3484,But go ahead.,[],[],[],[],[go],"('', '', 'go')","('', 'go', '')",[],[],[],[]
3485,Briefly.,[],[],['Briefly'],[],[],"('', '', 'Briefly')","('', 'briefly', '')",[],[],[],[]
3486, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
3487,And that will be as bad as NAFTA.,"[('NAFTA', 'ORG')]",['NAFTA'],['NAFTA'],[],[be],"('that', 'NAFTA', 'be')","('that', 'be', 'NAFTA')",[],[],[as],[]
3488, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
3489,"Well, first, let me say, number one, when I saw the final agreement for TPP, I said I was against it.","[('first', 'ORDINAL'), ('TPP', 'ORG')]","['first', 'TPP']","['me', 'I', 'the final agreement', 'TPP', 'I', 'I', 'it']",[],"[let, say, saw, said]","('I', 'it', 'let')","('me I I I', 'let final', 'agreement TPP it')",[final],['final agreement'],"[for, against]",['final agreement for TPP']
3490,It didn't meet my test.,[],[],"['It', 'my test']",[],[meet],"('It', 'test', 'meet')","('It', 'meet', 'test')",[],[],[],[]
3491,I've had the same test.,[],[],"['I', 'the same test']",[],[had],"('I', 'same test', 'had')","('I', 'have same', 'test')",[same],['same test'],[],[]
3492,"Does it create jobs, raise incomes and further our national security.",[],[],"['it', 'jobs', 'incomes', 'our national security']",[],"[create, raise]","('it', 'national security', 'create')","('it', 'create national', 'jobs incomes security')",[national],['national security'],[],[]
3493,I’m against it now.,[],[],"['I', 'it']",[],[’m],"('I', 'it', '’m')","('I', '’m', 'it')",[],[],[against],[]
3494,I’ll be against it after the election.,[],[],"['I', 'it', 'the election']",[],[be],"('I', 'election', 'be')","('I', 'be', 'it election')",[],[],"[against, after]",[]
3495,I'll be against it when I'm president.,[],[],"['I', 'it', 'I', 'president']",[],"[be, 'm]","('I', 'it', 'be')","('I I', 'be president', 'it')",[],[],[against],[]
3496,There's only one of us on this stage who has actually shipped jobs to Mexico because that's Donald.,"[('Mexico', 'GPE'), ('Donald', 'PERSON')]","['Mexico', 'Donald']","['us', 'this stage', 'who', 'jobs', 'Mexico', 'Donald']",[],"[shipped, 's]","('that', 'Mexico', ""'s"")","('who that', 'be one Donald', 'us stage jobs Mexico')",[],[],"[of, on, to]",[]
3497,He has shipped jobs to 12 countries including Mexico.,"[('12', 'CARDINAL'), ('Mexico', 'GPE')]","['12', 'Mexico']","['He', 'jobs', '12 countries', 'Mexico']",[],"[shipped, including]","('He', 'Mexico', 'shipped')","('He', 'ship', 'jobs countries Mexico')",[],[],"[to, including]",[]
3498,But he mentioned China.,"[('China', 'GPE')]",['China'],"['he', 'China']",[],[mentioned],"('he', 'China', 'mentioned')","('he', 'mention', 'China')",[],[],[],[]
3499,"And, you know, one of the biggest problems we have with China is the illegal dumping of steel and aluminum into our markets.","[('China', 'GPE')]",['China'],"['you', 'the biggest problems', 'we', 'China', 'the illegal dumping', 'steel', 'aluminum', 'our markets']",[],"[know, have]","('we', 'markets', 'is')","('you one we', 'big be illegal dumping', 'problems China steel markets')","[biggest, illegal]",['biggest problems'],"[of, with, of, into]","['illegal dumping of steel', 'illegal dumping into markets']"
3500,I have fought against that as a senator.,[],[],"['I', 'a senator']",[],[fought],"('I', 'senator', 'fought')","('I', 'fight', 'that senator')",[],[],"[against, as]",[]
3501,I have stood up against it as Secretary of State.,"[('State', 'ORG')]",['State'],"['I', 'it', 'Secretary', 'State']",[],[stood],"('I', 'State', 'stood')","('I', 'stand', 'it Secretary State')",[],[],"[against, as, of]",[]
3502,Donald has bought Chinese steel and aluminum.,"[('Donald', 'PERSON'), ('Chinese', 'NORP')]","['Donald', 'Chinese']","['Donald', 'Chinese steel', 'aluminum']",[],[bought],"('Donald', 'Chinese steel', 'bought')","('Donald', 'buy chinese', 'steel')",[Chinese],['Chinese steel'],[],[]
3503,"In fact, the Trump Hotel right here in Las Vegas was made with Chinese steel.","[('the Trump Hotel', 'ORG'), ('Las Vegas', 'GPE'), ('Chinese', 'NORP')]","['the Trump Hotel', 'Las Vegas', 'Chinese']","['fact', 'the Trump Hotel', 'Las Vegas', 'Chinese steel']","['Trump Hotel', 'Las Vegas']",[made],"('Chinese steel', 'Trump Hotel', 'made')","('Hotel', 'make chinese', 'fact Vegas steel')",[Chinese],['Chinese steel'],"[In, in, with]",[]
3504,So he goes around with crocodile tears about how terrible it is.,[],[],"['he', 'crocodile tears', 'it']",['crocodile tears'],"[goes, is]","('it', 'crocodile tears', 'goes')","('he it', 'go', 'tears')",[],['crocodile tears'],"[with, about]",['crocodile tears about']
3505,"But he has given jobs to Chinese steelworkers, not American steelworkers.","[('Chinese', 'NORP'), ('American', 'NORP')]","['Chinese', 'American']","['he', 'jobs', 'Chinese steelworkers', 'American steelworkers']",[],[given],"('he', 'American steelworkers', 'given')","('he', 'give chinese american', 'jobs steelworkers steelworkers')","[Chinese, American]","['Chinese steelworkers', 'American steelworkers']",[],[]
3506,That's the kind of approach that is just not going to work.,[],[],"['the kind', 'approach']",[],"[going, work]","('that', 'approach', ""'s"")","('That that', 'be kind', 'approach')",[],[],[of],['kind of approach']
3507,We're going to pull the country together.,[],[],"['We', 'the country']",[],"[going, pull]","('We', 'country', 'going')","('We', 'go', 'country')",[],[],[],[]
3508,We're going to have trade agreements that we enforce.,[],[],"['We', 'trade agreements', 'we']",['trade agreements'],"[going, have, enforce]","('we', 'that', 'going')","('We we', 'go', 'agreements that')",[],['trade agreements'],[],[]
3509,That's why I'm going to have a trade prosecutor for the first time in history.,"[('first', 'ORDINAL')]",['first'],"['I', 'a trade prosecutor', 'the first time', 'history']",['trade prosecutor'],"[going, have]","('I', 'history', ""'s"")","('That I', 'be first', 'prosecutor time history')",[first],"['trade prosecutor', 'first time']","[for, in]","['trade prosecutor for first time', 'first time in history']"
3510,And we're going to enforce those agreements and we're going to look for businesses to help us by buying American products.,"[('American', 'NORP')]",['American'],"['we', 'those agreements', 'we', 'businesses', 'us', 'American products']",[],"[going, enforce, going, look, help, buying]","('businesses', 'American products', 'going')","('we we businesses', 'go american', 'agreements us products')",[American],['American products'],[by],[]
3511, 		  			 Can I ask a simple question?,[],[],"['I', 'a simple question']",[],[ask],"('I', 'simple question', 'ask')","('I', 'ask simple', 'question')",[simple],['simple question'],[],[]
3512,She's been doing this for 30 years.,"[('30 years', 'DATE')]",['30 years'],"['She', '30 years']",[],[doing],"('years', 'She', 'doing')","('She', 'do', 'this years')",[],[],[for],[]
3513,"Why the hell didn't you do it over the last 15, 20 years?","[('the last 15, 20 years', 'DATE')]","['the last 15, 20 years']","['the hell', 'you', 'it']",[],[do],"('you', 'last 15', 'do')","('hell you', 'do last', 'it 15')",[last],[],[over],[]
3514,You were very much involved.,[],[],['You'],[],[],"('You', '', 'were')","('You', 'be', '')",[],[],[],[]
3515, 		  			 I voted --  		  			 Excuse me.,[],[],"['I', 'me']",[],"[voted, Excuse]","(' \t\t  \t\t\t ', 'me', 'voted')","('I', 'vote', 'me')",[],[],[],[]
3516,My turn.,[],[],['My turn'],[],[],"('', '', 'turn')","('', 'turn', '')",[],[],[],[]
3517,You were very much involved in every aspect of this country.,[],[],"['You', 'every aspect', 'this country']",[],[],"('You', 'country', 'were')","('You', 'be', 'aspect country')",[],[],"[in, of]",['aspect of country']
3518,Very much.,[],[],[],[],[],"('', '', 'much')","('', 'much', '')",[],[],[],[]
3519,And you do have experience.,[],[],"['you', 'experience']",[],[have],"('you', 'experience', 'have')","('you', 'have', 'experience')",[],[],[],[]
3520,I say the one thing you have over me is experience.,[],[],"['I', 'the one thing', 'you', 'me', 'experience']",[],"[say, have]","('you', 'me', 'say')","('I thing you', 'say experience', 'me')",[],[],[over],['thing over']
3521,But it is bad experience because what you've done has turned out badly.,[],[],"['it', 'bad experience', 'what', 'you']",[],"[done, turned]","('done', 'what', 'is')","('it you done', 'be bad experience', 'what')",[bad],[],[],[]
3522,For 30 years you've been in a position to help.,"[('30 years', 'DATE')]",['30 years'],"['30 years', 'you', 'a position']",[],"[been, help]","('you', 'position', 'been')","('you', 'be', 'years position')",[],[],"[For, in]",[]
3523,"And if you say that I used steel or I used something else, I- make it impossible for me to do.",[],[],"['you', 'I', 'steel', 'I', 'something', 'I-', 'it', 'me']",[],"[say, used, used, make, do]","('me', 'something', 'make')","('you I I I- it me', 'make', 'steel something')",[],[],[],[]
3524,I wouldn't mind.,[],[],['I'],[],[mind],"('I', '', 'mind')","('I', 'mind', '')",[],[],[],[]
3525,"The problem is, you talk but you don't get anything done, Hillary.","[('Hillary', 'PERSON')]",['Hillary'],"['The problem', 'you', 'you', 'anything']",[],"[talk, get, done]","('anything', '', 'is')","('problem you you anything', 'be', '')",[],[],[],[]
3526,You don't.,[],[],['You'],[],[do],"('You', '', 'do')","('You', 'do', '')",[],[],[],[]
3527,"Just like when you ran the State Department, $6 billion was missing.","[('the State Department', 'ORG'), ('$6 billion', 'MONEY')]","['the State Department', '$6 billion']","['you', 'the State Department']","['State Department', '6 billion']",[ran],"('6 billion', 'State Department', 'was')","('you billion', 'be', 'Department')",[],[],[like],[]
3528,How do you miss $6 billion?,"[('$6 billion', 'MONEY')]",['$6 billion'],['you'],['6 billion'],[miss],"('you', '6 billion', 'miss')","('you', 'miss', 'billion')",[],[],[],[]
